日付,始値,高値,安値,終値,出来高,調整後終値,Unnamed: 7
2017年10月10日,21210,21380,21210,21370,358462,21370,nan
2017年10月11日,21350,21450,21340,21440,316874,21440,nan
2017年10月12日,21510,21540,21470,21490,183280,21490,nan
2017年10月13日,21500,21780,21480,21720,451997,21720,nan
2017年10月16日,21790,21920,21750,21830,375544,21830,nan
2017年10月17日,21920,21960,21790,21900,359294,21900,nan
2017年10月18日,21930,21970,21870,21940,185699,21940,nan
2017年10月19日,22040,22080,21950,22000,475802,22000,nan
2017年10月20日,21940,22060,21920,22010,267679,22010,nan
2017年10月23日,22310,22310,22190,22260,265037,22260,nan
2017年10月24日,22220,22380,22210,22370,231632,22370,nan
2017年10月25日,22480,22500,22220,22300,268138,22300,nan
2017年10月26日,22280,22370,22270,22320,175008,22320,nan
2017年10月27日,22440,22610,22390,22590,236903,22590,nan
2017年10月30日,22610,22670,22490,22590,401165,22590,nan
2017年10月31日,22440,22610,22410,22580,280303,22580,nan
2017年11月1日,22770,23060,22760,23010,514845,23010,nan
2017年11月2日,23110,23140,23000,23140,302266,23140,nan
2017年11月6日,23220,23260,23030,23140,360529,23140,nan
2017年11月7日,23120,23570,23120,23560,446572,23560,nan
2017年11月8日,23450,23540,23370,23540,254372,23540,nan
2017年11月9日,23620,24010,23120,23470,1250530,23470,nan
2017年11月10日,23190,23330,23110,23300,640840,23300,nan
2017年11月13日,23220,23230,22970,22970,377068,22970,nan
2017年11月14日,22960,23150,22920,22990,351062,22990,nan
2017年11月15日,22860,22900,22600,22640,719106,22640,nan
2017年11月16日,22580,22990,22570,22960,414341,22960,nan
2017年11月17日,23230,23370,22920,23010,722737,23010,nan
2017年11月20日,22910,23020,22810,22860,274519,22860,nan
2017年11月21日,23070,23170,23020,23040,211336,23040,nan
2017年11月22日,23240,23290,23120,23140,189782,23140,nan
2017年11月24日,23010,23170,22970,23140,238035,23140,nan
2017年11月27日,23260,23270,23020,23100,233737,23100,nan
2017年11月28日,23060,23190,22960,23090,140929,23090,nan
2017年11月29日,23230,23250,23140,23200,285786,23200,nan
2017年11月30日,23200,23360,23120,23350,279160,23350,nan
2017年12月1日,23550,23610,23280,23440,358644,23440,nan
2017年12月4日,23460,23470,23300,23330,249497,23330,nan
2017年12月5日,23200,23280,23120,23220,152349,23220,nan
2017年12月6日,23140,23140,22700,22770,515197,22770,nan
2017年12月7日,22950,23120,22910,23090,182727,23090,nan
2017年12月8日,23210,23430,23150,23430,501133,23430,nan
2017年12月11日,23500,23550,23390,23550,230348,23550,nan
2017年12月12日,23540,23600,23440,23490,267555,23490,nan
2017年12月13日,23500,23500,23290,23360,224779,23360,nan
2017年12月14日,23330,23390,23240,23300,191331,23300,nan
2017年12月15日,23220,23360,23080,23160,254955,23160,nan
2017年12月18日,23370,23530,23340,23520,314500,23520,nan
2017年12月19日,23570,23610,23470,23480,193207,23480,nan
2017年12月20日,23440,23540,23410,23500,140023,23500,nan
2017年12月21日,23460,23500,23330,23470,189583,23470,nan
2017年12月22日,23440,23510,23410,23480,150986,23480,nan
2017年12月25日,23500,23550,23470,23540,67464,23540,nan
2017年12月26日,23530,23540,23470,23490,112306,23490,nan
2017年12月27日,23510,23570,23500,23530,132280,23530,nan
2017年12月28日,23550,23590,23360,23390,174425,23390,nan
2017年12月29日,23480,23510,23370,23410,231315,23410,nan
2018年1月4日,23770,24150,23770,24150,611004,24150,nan
2018年1月5日,24280,24390,24170,24370,495513,24370,nan
2018年1月9日,24650,24650,24450,24510,363084,24510,nan
2018年1月10日,24490,24520,24410,24440,221450,24440,nan
2018年1月11日,24330,24400,24250,24360,710369,24360,nan
2018年1月12日,24410,24410,24240,24310,383357,24310,nan
2018年1月15日,24460,24490,24340,24370,193839,24370,nan
2018年1月16日,24390,24620,24350,24610,258414,24610,nan
2018年1月17日,24430,24550,24400,24530,255050,24530,nan
2018年1月18日,24770,24780,24360,24430,559985,24430,nan
2018年1月19日,24500,24540,24400,24450,309262,24450,nan
2018年1月22日,24470,24470,24340,24470,200760,24470,nan
2018年1月23日,24600,24800,24580,24790,325248,24790,nan
2018年1月24日,24680,24740,24570,24630,290971,24630,nan
2018年1月25日,24410,24490,24300,24340,474533,24340,nan
2018年1月26日,24450,24470,24250,24300,379006,24300,nan
2018年1月29日,24400,24440,24230,24290,303819,24290,nan
2018年1月30日,24230,24230,23880,23940,1238380,23940,nan
2018年1月31日,23830,24030,23760,23770,554453,23770,nan
2018年2月1日,23960,24160,23870,24080,525827,24080,nan
2018年2月2日,23990,24000,23760,23920,593576,23920,nan
2018年2月5日,23450,23490,23280,23330,1310751,23330,nan
2018年2月6日,22340,22460,21660,22210,2087265,22210,nan
2018年2月7日,22880,22980,22230,22240,766592,22240,nan
2018年2月8日,22350,22590,22240,22510,542201,22510,nan
2018年2月9日,21730,22000,21690,21980,1231760,21980,nan
2018年2月13日,22300,22310,21790,21840,631343,21840,nan
2018年2月14日,21850,21960,21520,21740,543994,21740,nan
2018年2月15日,21990,22170,21890,22080,514775,22080,nan
2018年2月16日,22170,22470,22110,22300,354263,22300,nan
2018年2月19日,22490,22770,22450,22740,244349,22740,nan
2018年2月20日,22680,22680,22430,22530,219940,22530,nan
2018年2月21日,22560,22760,22440,22600,251508,22600,nan
2018年2月22日,22390,22410,22220,22340,477684,22340,nan
2018年2月23日,22400,22500,22340,22500,156346,22500,nan
2018年2月26日,22780,22870,22660,22780,247765,22780,nan
2018年2月27日,23010,23140,22960,23000,285484,23000,nan
2018年2月28日,22900,23000,22720,22730,283416,22730,nan
2018年3月1日,22550,22550,22260,22340,657058,22340,nan
2018年3月2日,21840,21880,21680,21790,1087635,21790,nan
2018年3月5日,21640,21760,21530,21660,579576,21660,nan
2018年3月6日,22040,22160,22010,22020,266690,22020,nan
2018年3月7日,21870,22090,21790,21840,314391,21840,nan
2018年3月8日,22100,22110,21890,21970,180583,21970,nan
2018年3月9日,22190,22490,21950,22090,413390,22090,nan
2018年3月12日,22550,22600,22300,22460,489950,22460,nan
2018年3月13日,22340,22590,22300,22590,456448,22590,nan
2018年3月14日,22390,22500,22290,22380,248986,22380,nan
2018年3月15日,22300,22440,22160,22430,206003,22430,nan
2018年3月16日,22460,22480,22240,22300,246857,22300,nan
2018年3月19日,22130,22270,21960,22090,234806,22090,nan
2018年3月20日,21880,21990,21830,21990,189985,21990,nan
2018年3月22日,21960,22190,21960,22190,330993,22190,nan
2018年3月23日,21500,21600,21120,21160,1093613,21160,nan
2018年3月26日,20940,21330,20910,21320,546959,21320,nan
2018年3月27日,21570,21890,21530,21870,522057,21870,nan
2018年3月28日,21580,21770,21520,21760,293491,21760,nan
2018年3月29日,22020,22060,21750,21890,232677,21890,nan
2018年3月30日,22160,22280,22080,22210,282830,22210,nan
2018年4月2日,22200,22370,22160,22160,246028,22160,nan
2018年4月3日,21850,22100,21800,22060,230554,22060,nan
2018年4月4日,22190,22200,22000,22080,238365,22080,nan
2018年4月5日,22310,22520,22230,22440,332249,22440,nan
2018年4月6日,22410,22530,22320,22360,312086,22360,nan
2018年4月9日,22300,22520,22300,22450,175185,22450,nan
2018年4月10日,22370,22720,22300,22570,306090,22570,nan
2018年4月11日,22640,22640,22460,22460,189354,22460,nan
2018年4月12日,22460,22490,22350,22410,180788,22410,nan
2018年4月13日,22580,22690,22520,22580,229998,22580,nan
2018年4月16日,22610,22660,22550,22610,142976,22610,nan
2018年4月17日,22600,22680,22550,22630,208353,22630,nan
2018年4月18日,22700,22990,22700,22940,313676,22940,nan
2018年4月19日,23020,23150,22980,22980,273027,22980,nan
2018年4月20日,22940,23050,22870,22970,156269,22970,nan
2018年4月23日,22960,22990,22850,22880,146557,22880,nan
2018年4月24日,23030,23090,22940,23090,137995,23090,nan
2018年4月25日,22900,23030,22870,23010,121813,23010,nan
2018年4月26日,23120,23190,23080,23110,186081,23110,nan
2018年4月27日,23200,23300,23160,23280,345925,23280,nan
2018年5月1日,23280,23340,23220,23310,100036,23310,nan
2018年5月2日,23370,23380,23230,23270,133649,23270,nan
2018年5月7日,23320,23330,23150,23270,120964,23270,nan
2018年5月8日,23230,23380,23230,23330,129370,23330,nan
2018年5月9日,23260,23290,23160,23210,102020,23210,nan
2018年5月10日,23300,23340,23220,23300,107679,23300,nan
2018年5月11日,23380,23590,23380,23590,270463,23590,nan
2018年5月14日,23580,23720,23560,23690,169429,23690,nan
2018年5月15日,23720,23730,23620,23630,202343,23630,nan
2018年5月16日,23550,23610,23520,23540,223068,23540,nan
2018年5月17日,23630,23700,23620,23660,206488,23660,nan
2018年5月18日,23740,23780,23690,23740,228489,23740,nan
2018年5月21日,23770,23880,23750,23820,242469,23820,nan
2018年5月22日,23840,23850,23780,23780,116875,23780,nan
2018年5月23日,23700,23770,23470,23500,288182,23500,nan
2018年5月24日,23430,23460,23170,23240,275243,23240,nan
2018年5月25日,23180,23320,23120,23260,183480,23260,nan
2018年5月28日,23300,23350,23210,23270,109307,23270,nan
2018年5月29日,23240,23250,23040,23140,173683,23140,nan
2018年5月30日,22800,22870,22720,22810,415452,22810,nan
2018年5月31日,22990,23050,22890,23000,137049,23000,nan
2018年6月1日,22940,23130,22900,22950,165760,22950,nan
2018年6月4日,23170,23320,23160,23290,141843,23290,nan
2018年6月5日,23350,23400,23270,23350,181239,23350,nan
2018年6月6日,23340,23470,23310,23440,139311,23440,nan
2018年6月7日,23590,23670,23560,23650,231649,23650,nan
2018年6月8日,23610,23690,23510,23510,464839,23510,nan
2018年6月11日,23500,23660,23480,23630,177007,23630,nan
2018年6月12日,23800,23830,23600,23720,317060,23720,nan
2018年6月13日,23730,23810,23700,23780,152091,23780,nan
2018年6月14日,23670,23720,23570,23570,167099,23570,nan
2018年6月15日,23700,23710,23590,23660,145676,23660,nan
2018年6月18日,23620,23630,23420,23490,129579,23490,nan
2018年6月19日,23390,23430,23080,23100,333104,23100,nan
2018年6月20日,23140,23400,22970,23380,283791,23380,nan
2018年6月21日,23330,23600,23290,23500,327871,23500,nan
2018年6月22日,23250,23340,23200,23330,227251,23330,nan
2018年6月25日,23380,23380,23120,23160,173982,23160,nan
2018年6月26日,22990,23180,22910,23150,234420,23150,nan
2018年6月27日,23160,23190,23030,23070,161255,23070,nan
2018年6月28日,23040,23120,22870,23080,307174,23080,nan
2018年6月29日,23150,23150,22970,23110,104995,23110,nan
2018年7月2日,23060,23140,22610,22610,590903,22610,nan
2018年7月3日,22730,22770,22380,22620,842752,22620,nan
2018年7月4日,22160,22250,22070,22200,561608,22200,nan
2018年7月5日,22160,22220,21920,22020,307927,22020,nan
2018年7月6日,22130,22330,22090,22270,278391,22270,nan
2018年7月9日,22350,22560,22320,22500,143378,22500,nan
2018年7月10日,22690,22790,22660,22690,264340,22690,nan
2018年7月11日,22490,22510,22210,22390,255746,22390,nan
2018年7月12日,22490,22700,22490,22670,117819,22670,nan
2018年7月13日,22910,23160,22900,23080,421205,23080,nan
2018年7月17日,23080,23320,23060,23180,247056,23180,nan
2018年7月18日,23380,23430,23260,23260,262895,23260,nan
2018年7月19日,23360,23390,23230,23240,240922,23240,nan
2018年7月20日,23200,23350,23010,23180,245330,23180,nan
2018年7月23日,22940,22980,22810,22860,203782,22860,nan
2018年7月24日,23010,23030,22880,22990,112080,22990,nan
2018年7月25日,23080,23120,23010,23060,135516,23060,nan
2018年7月26日,23110,23110,23010,23040,121069,23040,nan
2018年7月27日,23110,23170,23060,23170,100846,23170,nan
2018年7月30日,23070,23100,22980,23010,115268,23010,nan
2018年7月31日,22930,23170,22820,23040,259912,23040,nan
2018年8月1日,23150,23250,23090,23220,130374,23220,nan
2018年8月2日,23140,23230,22930,22970,239299,22970,nan
2018年8月3日,23080,23100,22970,22990,152571,22990,nan
2018年8月6日,23010,23100,22960,22990,86172,22990,nan
2018年8月7日,23030,23130,23000,23120,107400,23120,nan
2018年8月8日,23120,23270,23080,23140,144597,23140,nan
2018年8月9日,23060,23110,22970,23090,105585,23090,nan
2018年8月10日,23080,23090,22740,22770,411160,22770,nan
2018年8月13日,22620,22630,22320,22370,876556,22370,nan
2018年8月14日,22510,22820,22490,22800,208761,22800,nan
2018年8月15日,22820,22830,22570,22690,114297,22690,nan
2018年8月16日,22440,22710,22350,22680,356970,22680,nan
2018年8月17日,22800,22810,22700,22740,138638,22740,nan
2018年8月20日,22700,22750,22620,22650,153760,22650,nan
2018年8月21日,22580,22770,22520,22700,168314,22700,nan
2018年8月22日,22700,22850,22620,22810,80965,22810,nan
2018年8月23日,22870,22930,22850,22880,110272,22880,nan
2018年8月24日,22950,23070,22910,23060,218600,23060,nan
2018年8月27日,23150,23310,23150,23290,262550,23290,nan
2018年8月28日,23450,23470,23280,23280,310100,23280,nan
2018年8月29日,23320,23450,23310,23330,153099,23330,nan
2018年8月30日,23500,23530,23320,23370,337866,23370,nan
2018年8月31日,23190,23380,23160,23330,171024,23330,nan
2018年9月3日,23290,23310,23180,23190,64120,23190,nan
2018年9月4日,23230,23240,23100,23190,98112,23190,nan
2018年9月5日,23150,23180,23060,23080,125696,23080,nan
2018年9月6日,22960,23040,22920,22960,250909,22960,nan
2018年9月7日,22820,22850,22660,22780,256507,22780,nan
2018年9月10日,22740,22880,22730,22870,180635,22870,nan
2018年9月11日,22950,23160,22930,23150,226175,23150,nan
2018年9月12日,23200,23200,23000,23070,143071,23070,nan
2018年9月13日,23130,23340,23120,23300,307815,23300,nan
2018年9月14日,23490,23590,23450,23590,456886,23590,nan
2018年9月18日,23540,23970,23530,23910,1088896,23910,nan
2018年9月19日,24240,24340,24170,24170,979373,24170,nan
2018年9月20日,24250,24290,24080,24170,453676,24170,nan
2018年9月21日,24360,24480,24270,24380,538204,24380,nan
2018年9月25日,24360,24440,24310,24440,319775,24440,nan
2018年9月26日,24490,24690,24480,24690,440128,24690,nan
2018年9月27日,24600,24750,24420,24460,512387,24460,nan
2018年9月28日,24740,24950,24690,24780,437328,24780,nan
2018年10月1日,24840,24990,24800,24940,371459,24940,nan
2018年10月2日,25040,25120,24890,24930,455624,24930,nan
2018年10月3日,24890,24940,24700,24760,250471,24760,nan
2018年10月4日,24910,24930,24590,24610,317376,24610,nan
2018年10月5日,24450,24600,24390,24440,441615,24440,nan
2018年10月9日,24230,24250,24100,24140,581453,24140,nan
2018年10月10日,24190,24260,24030,24160,502955,24160,nan
2018年10月11日,23330,23490,23090,23240,1816593,23240,nan
2018年10月12日,23140,23350,23040,23340,597586,23340,nan
2018年10月15日,23150,23160,22890,22900,905241,22900,nan
2018年10月16日,22900,23180,22900,23180,406084,23180,nan
2018年10月17日,23490,23590,23400,23450,401355,23450,nan
2018年10月18日,23490,23500,23270,23290,263639,23290,nan
2018年10月19日,22930,23180,22840,23160,451971,23160,nan
2018年10月22日,23010,23290,22900,23240,228139,23240,nan
2018年10月23日,23030,23030,22610,22620,1084174,22620,nan
2018年10月24日,22800,22840,22530,22730,319724,22730,nan
2018年10月25日,22020,22120,21800,21880,1349434,21880,nan
2018年10月26日,22090,22100,21560,21770,723209,21770,nan
2018年10月29日,21940,22070,21700,21730,311022,21730,nan
2018年10月30日,21620,22180,21600,22040,393191,22040,nan
2018年10月31日,22300,22540,22180,22520,349800,22520,nan
2018年11月1日,22440,22500,22240,22290,303123,22290,nan
2018年11月2日,22470,22940,22420,22880,412763,22880,nan
2018年11月5日,22590,22700,22500,22520,451749,22520,nan
2018年11月6日,22660,22800,22640,22760,178035,22760,nan
2018年11月7日,22810,23080,22620,22720,496692,22720,nan
2018年11月8日,23170,23230,23100,23120,356699,23120,nan
2018年11月9日,23090,23130,22860,22890,307706,22890,nan
2018年11月12日,22740,22970,22680,22900,172610,22900,nan
2018年11月13日,22360,22450,22090,22440,594771,22440,nan
2018年11月14日,22470,22610,22390,22470,267872,22470,nan
2018年11月15日,22290,22450,22240,22430,175887,22430,nan
2018年11月16日,22460,22500,22290,22320,243417,22320,nan
2018年11月19日,22300,22480,22300,22440,143325,22440,nan
2018年11月20日,22180,22320,22150,22200,304149,22200,nan
2018年11月21日,21850,22180,21840,22150,599971,22150,nan
2018年11月22日,22210,22310,22100,22270,155345,22270,nan
2018年11月26日,22280,22450,22250,22440,150063,22440,nan
2018年11月27日,22590,22630,22440,22600,511908,22600,nan
2018年11月28日,22700,22840,22670,22810,660984,22810,nan
2018年11月29日,23060,23070,22870,22880,613569,22880,nan
2018年11月30日,22910,23000,22860,22990,242569,22990,nan
2018年12月3日,23310,23350,23190,23210,792079,23210,nan
2018年12月4日,23200,23220,22660,22680,716953,22680,nan
2018年12月5日,22460,22610,22330,22540,780029,22540,nan
2018年12月6日,22400,22430,21920,22100,1065769,22100,nan
2018年12月7日,22250,22370,22130,22290,290382,22290,nan
2018年12月10日,21830,21920,21790,21850,379371,21850,nan
2018年12月11日,21870,21900,21670,21770,453628,21770,nan
2018年12月12日,22010,22270,21940,22230,616051,22230,nan
2018年12月13日,22380,22490,22310,22420,258876,22420,nan
2018年12月14日,22300,22370,21960,21990,222058,21990,nan
2018年12月17日,21990,22170,21980,22120,207441,22120,nan
2018年12月18日,21840,21940,21700,21750,324498,21750,nan
2018年12月19日,21700,21790,21480,21590,695027,21590,nan
2018年12月20日,21360,21440,20860,20950,1250050,20950,nan
2018年12月21日,20870,20920,20590,20760,490930,20760,nan
2018年12月25日,20020,20020,19660,19710,811773,19710,nan
2018年12月26日,19890,20130,19520,19940,805777,19940,nan
2018年12月27日,20680,20820,20440,20660,442286,20660,nan
2018年12月28日,20560,20680,20490,20580,244197,20580,
